-149.52127341810709 193.8399545704429 105.89883305280483
-111.38622739365836 193.57922815862293 130.98731465735426
-92.30113457456153 188.99892096189913 165.92954600267939
-62.923934735758586 172.59739460822715 165.11380575612262
-45.901737955161558 162.52243520662412 160.74224285665997
-29.351659778561512 153.0735242270743 153.87327673036339
-9.3747112546462716 132.43570314465748 140.94811367072515
-15.118541306117606 105.25064984953609 127.01211676426118
-26.278304213056266 79.340267198344151 108.12844792303287
-31.077048263839345 69.62790646714835 74.767566958437129
-63.007488112371078 77.873104044844851 41.689442834874747
-95.903501601009168 84.757455117867593 12.382203733616812
-125.74101659652668 94.854121064177377 -0.85024348037748609
-138.17669537402151 98.516978053732416 -26.124432718730205
-144.95198713455437 73.082465562906748 -47.09766244528096
-146.66639072773893 55.694645189142214 -57.349251362841144
-140.82212242400882 28.562048900699622 -72.239675067949378
-99.881062614804165 8.6218665734804727 -78.506593331711258
-62.964550686856093 -4.1721977906990553 -86.377292482760765
-40.874484708458588 -9.6663280973351497 -61.587397636417521
-22.188763081061968 -8.5881940965217893 -31.974473067233074
1.6531453482571123e-05 -4.5424389634618478e-05 -5.0857326314712736e-06
