113.049693421 -386.715349064 -143.795731416
92.8503234312 -398.903663008 -156.221938115
65.8293206922 -390.778697014 -159.492379275
51.6904190997 -362.698386432 -193.634703614
43.1349929809 -334.037262076 -205.827395229
31.7421975421 -305.512458851 -217.330280957
30.0680878989 -274.451233073 -231.462344985
8.51418668199 -256.709244891 -236.734017192
-12.738878192 -244.002047217 -199.839030603
-31.3025742268 -227.465506411 -168.987484936
-7.73737696251 -205.586172602 -134.372625951
-7.47810258931 -191.341052726 -111.670843927
-14.8345403824 -172.649576777 -93.6835915169
-39.6397086037 -134.732233775 -85.4444872318
-56.7770898677 -101.789035097 -62.4014898827
-67.6727740264 -70.4923246269 -54.0877900989
-79.622530647 -59.3845650156 -38.3877893123
-77.4421698886 -57.7252825738 -10.1100331566
-38.3008510793 -41.4491785985 3.21105073
-4.18574665214 -25.7423395332 15.7895831073
2.40638025479e-05 -1.97339312855e-05 0.000110611096428
