-5.328829701871892 -102.47148335835092 -141.44739386239914
-3.6103735106352373 -131.62082928043995 -156.38516486954717
-0.08457541655810541 -162.52430568871645 -180.92960937371581
-43.319393638695871 -181.93287599976563 -195.29451756492483
-83.675715188501357 -184.39450086076189 -196.38109068546879
-98.815782844871791 -214.22558845893695 -167.13574509461344
-113.05078654614277 -239.63694002336473 -140.29561652634519
-98.626414081288246 -233.75198622075106 -114.08874825527887
-87.211077803389315 -224.62604526888418 -101.73311196640977
-65.636071975025303 -209.14794617279705 -82.478869816611805
-50.258902352513182 -195.62757289188056 -55.128188209832743
-29.900801539242156 -189.43030225382739 -47.394456931345857
-9.8716482879635414 -172.06545767287494 -57.613746396488395
-24.330696053980478 -130.39644520939049 -63.002161068360579
-30.376052954452685 -98.14617999725219 -72.525378870285223
-46.717409067622768 -82.480256235252966 -72.981388341913345
-63.456764146142042 -71.501898379055888 -52.821816551006236
-40.537356048567851 -51.615486085103015 -20.362041240788859
-28.716206312004413 -38.236196806191579 8.7682292850265426
-4.1857466521346796 -25.742339533156905 15.78958310731282
2.4063802547935609e-05 -1.9733931285514927e-05 0.00011061109642795941
